lat,lon,cumulated hours,timestamp,v1,v2,v3,d1,d2,d3,z0,irr_dir,irr_glo,T,rho,p,liq_precip,vap_precip,cloud_1,cloud-2,h1,h2,h3
5.5,-0.625,0,2017-01-01T00:00:00Z,1.45,2.18,3.11,56.83,57.48,58.0,0.38086438179,0.0,0.0,297.379486084,1.15987634659,100258.328125,0.000491380691528,35.7555198669,0.864990234375,0.0809326171875,3,11,51
5.5,-0.625,1,2017-01-01T01:00:00Z,1.37,2.07,2.9,67.18,69.2,70.47,0.380742311478,0.0,0.0,297.093780518,1.16051578522,100190.398438,0.000898599624634,35.5383453369,0.861328125,0.161499068141,3,11,51
5.5,-0.625,2,2017-01-01T02:00:00Z,1.29,1.96,2.75,75.63,78.63,80.38,0.380742311478,0.0,0.0,296.826721191,1.16119337082,100157.351562,0.0010142326355,35.204574585,0.848388671875,0.243774443865,3,11,51
5.5,-0.625,3,2017-01-01T03:00:00Z,1.23,1.87,2.61,83.43,86.99,89.01,0.380620241165,0.0,0.0,296.584960938,1.16209876537,100154.789062,0.00309562683105,34.6731567383,0.85009765625,0.60229498148,3,11,51
5.5,-0.625,4,2017-01-01T04:00:00Z,1.2,1.83,2.56,90.15,94.11,96.31,0.380498170853,0.0,0.0,296.353271484,1.16328072548,100177.664062,0.00534629821777,34.0806121826,0.85107421875,1.51367211342,3,11,51
5.5,-0.625,5,2017-01-01T05:00:00Z,1.22,1.88,2.68,94.83,99.25,101.67,0.380498170853,0.0,0.0,296.190734863,1.16462779045,100217.140625,0.00876617431641,33.5973052979,0.8603515625,2.99121189117,3,11,51
5.5,-0.625,6,2017-01-01T06:00:00Z,1.28,1.9,2.94,99.37,103.28,106.69,0.38037610054,107.84375,22.4296875,296.308105469,1.1661002636,100260.648438,0.0106658935547,33.3534965515,0.875732421875,3.70214867592,3,11,51
5.5,-0.625,7,2017-01-01T07:00:00Z,1.83,2.38,2.88,106.69,108.45,109.21,0.38037610054,426.375,117.375,297.28427124,1.16718542576,100333.734375,0.00990676879883,33.3696594238,0.8857421875,3.39453125,3,11,51
5.5,-0.625,8,2017-01-01T08:00:00Z,1.94,2.44,2.84,100.79,101.86,100.19,0.380254030228,718.75,263.0,298.48336792,1.16442644596,100398.226562,0.0101623535156,33.4563789368,0.885986328125,2.5888671875,3,11,51
5.5,-0.625,9,2017-01-01T09:00:00Z,2.09,2.64,3.03,100.3,100.85,101.38,0.380131959915,958.75,427.25,300.074829102,1.15909457207,100407.632812,0.0109786987305,33.4672622681,0.879638671875,2.34765648842,3,11,51
5.5,-0.625,10,2017-01-01T10:00:00Z,1.9,2.4,2.76,111.14,112.12,114.62,0.380131959915,1130.0,560.75,301.359741211,1.15471410751,100379.28125,0.010856628418,33.3968658447,0.874267578125,2.416015625,3,11,51
5.5,-0.625,11,2017-01-01T11:00:00Z,1.66,2.11,2.5,122.7,124.13,127.98,0.380009889603,1220.5,621.0,302.392974854,1.15048265457,100314.484375,0.00930786132812,33.2758712769,0.8798828125,2.32910180092,3,11,51
5.5,-0.625,12,2017-01-01T12:00:00Z,1.35,1.76,2.29,130.38,131.98,136.29,0.37988781929,1224.0,591.25,303.032287598,1.14677715302,100223.960938,0.00647735595703,33.1038665771,0.885009765625,1.64599633217,3,11,51
5.5,-0.625,13,2017-01-01T13:00:00Z,1.1,1.51,2.08,133.23,134.64,139.26,0.37988781929,1140.5,574.25,303.531433105,1.14340829849,100118.765625,0.00350761413574,32.9601745605,0.892578125,0.90893560648,3,11,51
5.5,-0.625,14,2017-01-01T14:00:00Z,0.85,1.21,1.75,131.96,132.5,137.11,0.379765748978,976.0,488.625,303.848083496,1.14065814018,100039.828125,0.00281715393066,32.8461380005,0.895751953125,0.552490234375,3,11,51
5.5,-0.625,15,2017-01-01T15:00:00Z,0.59,0.87,1.28,109.78,112.32,120.75,0.379643678665,741.25,304.5,303.830078125,1.13938963413,99987.9453125,0.00229072570801,32.5914955139,0.570556640625,0.7333984375,3,11,51
5.5,-0.625,16,2017-01-01T16:00:00Z,0.61,0.81,1.01,58.2,62.7,71.93,0.379643678665,452.375,151.125,303.445739746,1.13967001438,99986.1796875,0.00130939483643,32.2579536438,0.21044921875,1.45605576038,3,11,51
5.5,-0.625,17,2017-01-01T17:00:00Z,1.11,1.51,1.97,27.13,28.43,30.41,0.379521608353,131.375,31.96875,302.034423828,1.14195179939,100013.75,0.00133419036865,32.1146087646,0.107330322266,2.69824242592,3,11,51
5.5,-0.625,18,2017-01-01T18:00:00Z,1.67,2.47,3.47,21.23,21.1,21.72,0.379521608353,0.0,0.0,300.211700439,1.14583981037,100080.78125,0.00123119354248,32.3020706177,0.102874755859,2.47753930092,3,11,51
5.5,-0.625,19,2017-01-01T19:00:00Z,1.95,2.94,4.35,22.13,21.45,21.67,0.37939953804,0.0,0.0,299.093292236,1.14994287491,100169.6875,0.00150394439697,32.8497810364,0.12890625,1.93017601967,3,11,51
5.5,-0.625,20,2017-01-01T20:00:00Z,2.04,3.05,4.62,24.36,23.64,23.78,0.379277467728,0.0,0.0,298.500976562,1.15373325348,100258.21875,0.00287914276123,33.5214767456,0.230285644531,0.949463486671,3,11,51
5.5,-0.625,21,2017-01-01T21:00:00Z,1.92,2.88,4.31,28.79,28.21,28.34,0.379277467728,0.0,0.0,298.128356934,1.15606498718,100301.0,0.00295925140381,34.1779785156,0.53857421875,3.46875047684,3,11,51
5.5,-0.625,22,2017-01-01T22:00:00Z,1.77,2.61,3.75,35.19,35.08,35.32,0.379155397415,0.0,0.0,297.882232666,1.15729951859,100292.320312,0.00342845916748,34.7279777527,0.858642578125,6.44531297684,3,11,51
5.5,-0.625,23,2017-01-01T23:00:00Z,1.67,2.4,3.24,42.89,43.55,44.05,0.379033327103,0.0,0.0,297.731719971,1.158239007,100284.375,0.00520896911621,35.0788116455,0.90869140625,6.396484375,3,11,51
5.5,-5.92030439429e-13,0,2017-01-01T00:00:00Z,1.97,2.54,3.33,52.66,52.7,52.75,0.394292116165,0.0,0.0,298.629486084,1.16243982315,100754.328125,0.00054144859314,34.9273948669,0.871826171875,0.0941772460938,4,12,52
5.5,-5.92030439429e-13,1,2017-01-01T01:00:00Z,1.93,2.48,3.25,58.78,59.31,59.72,0.394170045853,0.0,0.0,298.421905518,1.16259098053,100694.398438,0.00083589553833,34.7102203369,0.869140625,0.164978072047,4,12,52
5.5,-5.92030439429e-13,2,2017-01-01T02:00:00Z,1.91,2.47,3.24,63.62,64.49,65.1,0.39404797554,0.0,0.0,298.240783691,1.16278028488,100653.351562,0.00107288360596,34.392074585,0.861328125,0.233093291521,4,12,52
5.5,-5.92030439429e-13,3,2017-01-01T03:00:00Z,1.91,2.45,3.21,68.58,69.78,70.6,0.393925905228,0.0,0.0,298.077148438,1.1633194685,100650.789062,0.00312995910645,34.0169067383,0.85498046875,0.556152403355,4,12,52
5.5,-5.92030439429e-13,4,2017-01-01T04:00:00Z,1.88,2.42,3.17,73.71,75.25,76.36,0.393803834915,0.0,0.0,297.962646484,1.16389107704,100673.664062,0.00488090515137,33.6899871826,0.840087890625,1.10937523842,3,11,51
5.5,-5.92030439429e-13,5,2017-01-01T05:00:00Z,1.87,2.4,3.16,77.92,79.76,81.22,0.393803834915,0.0,0.0,297.870422363,1.16487193108,100705.140625,0.00802993774414,33.4410552979,0.84765625,2.08593845367,3,11,51
5.5,-5.92030439429e-13,6,2017-01-01T06:00:00Z,1.87,2.36,3.15,82.51,84.17,86.14,0.393681764603,119.25,28.3515625,297.956542969,1.16597819328,100756.648438,0.0111808776855,33.3378715515,0.863525390625,2.90039086342,3,11,51
5.5,-5.92030439429e-13,7,2017-01-01T07:00:00Z,2.07,2.51,2.92,89.07,89.99,89.8,0.39355969429,439.25,130.4375,298.62020874,1.16669714451,100821.734375,0.00951766967773,33.4165344238,0.859619140625,2.9345703125,3,11,51
5.5,-5.92030439429e-13,8,2017-01-01T08:00:00Z,2.06,2.51,2.86,88.79,89.1,88.07,0.393437623978,730.0,280.375,299.57711792,1.16467058659,100886.226562,0.00888824462891,33.5813789368,0.866455078125,2.1884765625,3,11,51
5.5,-5.92030439429e-13,9,2017-01-01T09:00:00Z,1.97,2.4,2.72,93.48,93.58,94.11,0.393315553665,967.5,452.625,300.621704102,1.16153597832,100895.632812,0.00607109069824,33.7953872681,0.869873046875,1.47705090046,3,11,51
5.5,-5.92030439429e-13,10,2017-01-01T10:00:00Z,1.67,2.06,2.38,102.65,102.72,104.78,0.393315553665,1135.5,606.5,301.562866211,1.15813207626,100867.28125,0.00570106506348,33.9281158447,0.866943359375,1.2685546875,3,11,51
5.5,-5.92030439429e-13,11,2017-01-01T11:00:00Z,1.45,1.74,2.0,107.47,107.72,111.83,0.393193483353,1222.5,674.25,302.486724854,1.1546330452,100802.484375,0.00481033325195,33.8852462769,0.88330078125,1.19042992592,3,11,51
5.5,-5.92030439429e-13,12,2017-01-01T12:00:00Z,1.19,1.39,1.63,103.59,104.12,111.14,0.393193483353,1222.5,638.25,303.157287598,1.15129375458,100711.960938,0.00397109985352,33.6819915771,0.882568359375,1.02148461342,3,11,51
5.5,-5.92030439429e-13,13,2017-01-01T13:00:00Z,0.98,1.12,1.3,90.01,90.39,101.23,0.39307141304,1135.5,582.75,303.609558105,1.1484131813,100606.765625,0.00334167480469,33.4445495605,0.886962890625,0.805664122105,3,11,51
5.5,-5.92030439429e-13,14,2017-01-01T14:00:00Z,0.89,1.03,1.12,65.26,63.37,74.67,0.392949342728,967.5,483.25,303.816833496,1.14615130424,100527.828125,0.00330924987793,33.2680130005,0.87060546875,0.6103515625,3,11,51
5.5,-5.92030439429e-13,15,2017-01-01T15:00:00Z,1.15,1.4,1.51,42.31,38.23,41.83,0.392827272415,730.25,309.0,303.533203125,1.14549314976,100483.945312,0.00362110137939,33.1071205139,0.751220703125,0.545166015625,3,11,51
5.5,-5.92030439429e-13,16,2017-01-01T16:00:00Z,1.63,2.09,2.5,27.34,22.58,20.63,0.392705202103,439.5,151.375,302.805114746,1.14662802219,100482.179688,0.00346946716309,33.0079536438,0.444946289062,1.12353622913,3,11,51
5.5,-5.92030439429e-13,17,2017-01-01T17:00:00Z,2.19,2.86,3.75,19.0,15.37,11.53,0.39258313179,119.34375,29.7109375,301.581298828,1.15000844002,100525.75,0.00354862213135,33.0989837646,0.235656738281,2.25781273842,3,11,51
5.5,-5.92030439429e-13,18,2017-01-01T18:00:00Z,2.75,3.59,4.57,14.41,12.2,10.12,0.392461061478,0.0,0.0,300.446075439,1.15426266193,100592.78125,0.00319671630859,33.5051956177,0.122741699219,2.14453148842,3,11,51
5.5,-5.92030439429e-13,19,2017-01-01T19:00:00Z,2.86,3.74,4.72,15.48,13.94,12.64,0.392461061478,0.0,0.0,299.796417236,1.15738916397,100681.6875,0.00443458557129,34.2247810364,0.0913696289062,2.66015648842,3,11,51
5.5,-5.92030439429e-13,20,2017-01-01T20:00:00Z,2.77,3.61,4.58,20.33,19.18,18.19,0.392338991165,0.0,0.0,299.438476562,1.15971469879,100770.21875,0.00555419921875,35.0058517456,0.137817382812,2.24511766434,3,11,51
5.5,-5.92030439429e-13,21,2017-01-01T21:00:00Z,2.59,3.35,4.25,27.06,26.3,25.66,0.392216920853,0.0,0.0,299.253356934,1.16070365906,100805.0,0.00580596923828,35.5686035156,0.340576171875,3.41503953934,3,11,51
5.5,-5.92030439429e-13,22,2017-01-01T22:00:00Z,2.4,3.08,3.9,34.25,34.03,33.93,0.39209485054,0.0,0.0,299.116607666,1.16108369827,100796.320312,0.00759887695312,35.9154777527,0.716552734375,4.61328172684,3,11,51
5.5,-5.92030439429e-13,23,2017-01-01T23:00:00Z,2.27,2.87,3.65,41.29,41.53,42.04,0.391972780228,0.0,0.0,298.981719971,1.16129076481,100780.375,0.00833511352539,36.1413116455,0.89111328125,4.505859375,3,11,51
6.0,-0.625,0,2017-01-01T00:00:00Z,0.63,1.26,2.08,47.5,49.13,50.29,0.356816530228,0.0,0.0,296.223236084,1.14998865128,98986.328125,6.18398189545e-05,32.2398948669,0.85986328125,0.0361785888672,3,11,51
6.0,-0.625,1,2017-01-01T01:00:00Z,0.65,1.31,2.14,66.32,67.06,67.59,0.356694459915,0.0,0.0,295.656280518,1.15123844147,98926.3984375,0.00012618303299,31.7570953369,0.8642578125,0.0576324909925,3,11,51
6.0,-0.625,2,2017-01-01T02:00:00Z,0.66,1.37,2.23,78.8,79.3,79.62,0.356694459915,0.0,0.0,295.100158691,1.15240430832,98885.3515625,0.000117659568787,31.165512085,0.859619140625,0.0960388556123,3,11,51
6.0,-0.625,3,2017-01-01T03:00:00Z,0.67,1.37,2.2,88.83,89.18,89.38,0.356572389603,0.0,0.0,294.741210938,1.15379798412,98882.7890625,0.000227034091949,30.5325336456,0.861572265625,0.178161680698,3,11,51
6.0,-0.625,4,2017-01-01T04:00:00Z,0.68,1.36,2.18,99.08,99.35,99.45,0.35645031929,0.0,0.0,294.447021484,1.15522408485,98897.6640625,0.000913143157959,29.9165496826,0.86474609375,0.471802026033,3,11,51
6.0,-0.625,5,2017-01-01T05:00:00Z,0.7,1.44,2.34,109.21,109.11,108.96,0.35645031929,0.0,0.0,294.175109863,1.15693736076,98937.140625,0.00357437133789,29.4176158905,0.87353515625,1.53857505322,3,11,51
6.0,-0.625,6,2017-01-01T06:00:00Z,0.71,1.47,2.68,117.15,117.29,117.09,0.356328248978,103.90625,24.515625,294.229980469,1.15865397453,98988.6484375,0.0035514831543,29.1269340515,0.8837890625,2.16406273842,3,11,51
6.0,-0.625,7,2017-01-01T07:00:00Z,1.38,2.01,2.61,121.75,122.26,122.71,0.356206178665,421.125,134.1875,295.80770874,1.1597391367,99053.734375,0.00193977355957,29.0805969238,0.88916015625,1.98974609375,3,11,51
6.0,-0.625,8,2017-01-01T08:00:00Z,1.45,1.96,2.33,118.67,118.54,116.64,0.356206178665,713.5,295.5,297.65524292,1.15551531315,99118.2265625,0.00231838226318,29.1673164368,0.887939453125,1.57666027546,3,11,51
6.0,-0.625,9,2017-01-01T09:00:00Z,1.43,1.93,2.26,121.46,120.5,122.25,0.356084108353,953.25,470.875,300.590454102,1.145788908,99127.6328125,0.00268459320068,29.2563247681,0.88525390625,1.31494152546,3,11,51
6.0,-0.625,10,2017-01-01T10:00:00Z,1.26,1.68,2.04,145.55,143.85,146.92,0.356084108353,1124.0,615.5,302.609741211,1.13908910751,99091.28125,0.00364589691162,29.3109302521,0.883056640625,1.23193359375,3,11,51
6.0,-0.625,11,2017-01-01T11:00:00Z,1.25,1.66,2.09,166.47,164.6,166.9,0.35596203804,1214.5,691.75,304.002349854,1.13388109207,99018.484375,0.0051212310791,29.3149337769,0.890625,1.33203148842,3,11,51
6.0,-0.625,12,2017-01-01T12:00:00Z,1.28,1.69,2.19,177.65,175.89,176.99,0.355839967728,1218.0,675.25,304.891662598,1.12944316864,98919.9609375,0.00480461120605,29.2991790771,0.895263671875,1.10546898842,3,11,51
6.0,-0.625,13,2017-01-01T13:00:00Z,1.3,1.72,2.27,183.54,181.79,181.8,0.355839967728,1135.0,635.75,305.500183105,1.12570810318,98822.765625,0.00270366668701,29.2882995605,0.90576171875,0.698730528355,3,11,51
6.0,-0.625,14,2017-01-01T14:00:00Z,1.25,1.66,2.22,189.69,187.93,186.87,0.355717897415,970.5,533.0,305.754333496,1.12295794487,98735.828125,0.0023365020752,29.1976985931,0.870849609375,0.500732421875,3,11,51
6.0,-0.625,15,2017-01-01T15:00:00Z,0.99,1.38,1.98,196.71,194.79,192.97,0.355717897415,735.75,332.125,305.517578125,1.12175047398,98683.9453125,0.00292015075684,28.9039974213,0.5048828125,0.946533203125,3,11,51
6.0,-0.625,16,2017-01-01T16:00:00Z,0.69,1.02,1.61,206.57,205.71,204.33,0.355595827103,447.25,162.5,304.633239746,1.12209188938,98682.1796875,0.00258827209473,28.5704536438,0.342041015625,1.29931747913,3,11,51
6.0,-0.625,17,2017-01-01T17:00:00Z,0.25,0.49,0.84,240.58,235.46,230.67,0.35547375679,127.0,33.390625,302.456298828,1.12449574471,98717.75,0.00226783752441,28.380235672,0.319702148438,1.26123082638,3,11,51
6.0,-0.625,18,2017-01-01T18:00:00Z,0.22,0.39,0.6,289.63,310.62,318.79,0.35547375679,0.0,0.0,300.539825439,1.12874996662,98792.78125,0.00127220153809,28.450510025,0.311157226562,1.05664074421,3,11,51
6.0,-0.625,19,2017-01-01T19:00:00Z,0.16,0.43,0.96,297.3,342.88,357.29,0.355351686478,0.0,0.0,299.280792236,1.13382959366,98881.6875,0.000190496444702,28.8029079437,0.259399414062,0.640869379044,3,11,51
6.0,-0.625,20,2017-01-01T20:00:00Z,0.11,0.48,1.19,336.49,6.37,13.42,0.355229616165,0.0,0.0,298.391601562,1.13884067535,98978.21875,0.000334501266479,29.2870998383,0.355224609375,0.389526933432,3,11,51
6.0,-0.625,21,2017-01-01T21:00:00Z,0.09,0.49,1.18,29.52,26.45,26.57,0.355229616165,0.0,0.0,297.831481934,1.14275932312,99021.0,0.000476956367493,29.7951660156,0.688720703125,0.132874041796,3,11,51
6.0,-0.625,22,2017-01-01T22:00:00Z,0.15,0.51,1.04,61.23,45.25,41.61,0.355107545853,0.0,0.0,297.366607666,1.14545869827,99020.3203125,0.000485420227051,30.11860466,0.885498046875,0.0354159921408,3,11,51
6.0,-0.625,23,2017-01-01T23:00:00Z,0.25,0.59,0.96,69.8,59.34,56.44,0.355107545853,0.0,0.0,297.091094971,1.1474968195,99004.375,0.000623226165771,30.1256847382,0.89599609375,0.0498506315053,3,11,51
6.0,-5.92030439429e-13,0,2017-01-01T00:00:00Z,1.11,1.83,3.09,44.51,43.72,43.19,0.346440553665,0.0,0.0,297.051361084,1.15670251846,99850.328125,9.85860824585e-05,33.0680198669,0.868408203125,0.0304260253906,3,11,51
6.0,-5.92030439429e-13,1,2017-01-01T01:00:00Z,1.14,1.9,3.21,53.54,53.21,52.73,0.346318483353,0.0,0.0,296.640655518,1.15734195709,99782.3984375,0.000205099582672,32.5070953369,0.872802734375,0.0521545857191,3,11,51
6.0,-5.92030439429e-13,2,2017-01-01T02:00:00Z,1.17,1.97,3.32,60.06,60.06,59.58,0.34619641304,0.0,0.0,296.264221191,1.15801954269,99741.3515625,0.000245690345764,31.923324585,0.871826171875,0.0865784063935,3,11,51
6.0,-5.92030439429e-13,3,2017-01-01T03:00:00Z,1.18,2.0,3.32,66.95,67.06,66.61,0.346074342728,0.0,0.0,295.959960938,1.15892493725,99738.7890625,0.000623226165771,31.4231586456,0.868408203125,0.16528326273,3,11,51
6.0,-5.92030439429e-13,4,2017-01-01T04:00:00Z,1.17,1.99,3.22,75.16,75.41,75.15,0.346074342728,0.0,0.0,295.712646484,1.16010689735,99761.6640625,0.00130033493042,30.9946746826,0.85546875,0.404663354158,3,11,51
6.0,-5.92030439429e-13,5,2017-01-01T05:00:00Z,1.14,1.96,3.14,83.68,84.29,84.31,0.345952272415,0.0,0.0,295.518859863,1.16133189201,99793.140625,0.00338268280029,30.5894908905,0.864501953125,1.13671958447,3,11,51
6.0,-5.92030439429e-13,6,2017-01-01T06:00:00Z,1.14,1.87,3.09,92.33,93.19,93.61,0.345830202103,115.09375,29.3125,295.784667969,1.16280436516,99836.6484375,0.00431823730469,30.2831840515,0.867431640625,1.94824230671,3,11,51
6.0,-5.92030439429e-13,7,2017-01-01T07:00:00Z,1.65,2.19,2.63,100.72,100.91,99.93,0.345830202103,434.125,137.6875,297.35458374,1.16315710545,99909.734375,0.00447273254395,30.1509094238,0.86767578125,2.583984375,3,11,51
6.0,-5.92030439429e-13,8,2017-01-01T08:00:00Z,1.47,1.9,2.19,99.03,98.83,97.58,0.34570813179,724.5,278.75,299.57711792,1.15734636784,99974.2265625,0.00456237792969,30.1985664368,0.87744140625,2.4609375,3,11,51
6.0,-5.92030439429e-13,9,2017-01-01T09:00:00Z,1.07,1.4,1.6,109.05,107.95,110.43,0.345586061478,961.75,437.875,301.934204102,1.15030550957,99975.6328125,0.00385093688965,30.4047622681,0.88037109375,2.04003930092,3,11,51
6.0,-5.92030439429e-13,10,2017-01-01T10:00:00Z,0.68,0.91,1.16,147.96,141.88,144.86,0.345463991165,1129.5,579.0,303.672241211,1.14458227158,99939.28125,0.00398826599121,30.4593677521,0.876220703125,1.9501953125,3,11,51
6.0,-5.92030439429e-13,11,2017-01-01T11:00:00Z,0.71,0.88,1.18,181.19,176.93,176.83,0.345463991165,1216.5,646.0,305.017974854,1.13974046707,99866.484375,0.00391387939453,30.3149337769,0.8720703125,1.93066430092,3,11,51
6.0,-5.92030439429e-13,12,2017-01-01T12:00:00Z,0.82,1.01,1.35,198.83,197.4,194.34,0.345463991165,1216.5,651.25,306.016662598,1.13542461395,99759.9609375,0.00218391418457,30.0882415771,0.869140625,1.25390648842,3,11,51
6.0,-5.92030439429e-13,13,2017-01-01T13:00:00Z,0.94,1.16,1.52,207.18,207.2,202.87,0.345341920853,1129.5,641.25,306.765808105,1.13168954849,99654.765625,0.000816822052002,29.8586120605,0.878173828125,0.491821378469,3,11,51
6.0,-5.92030439429e-13,14,2017-01-01T14:00:00Z,1.0,1.23,1.58,214.17,215.54,210.67,0.34521985054,962.0,542.0,307.035583496,1.12881731987,99567.828125,0.00108337402344,29.6195735931,0.870849609375,0.326171904802,3,11,51
6.0,-5.92030439429e-13,15,2017-01-01T15:00:00Z,0.9,1.12,1.41,223.77,227.4,223.26,0.345097780228,724.75,342.875,306.517578125,1.1278539896,99523.9453125,0.00197410583496,29.3336849213,0.658447265625,0.533447265625,3,11,51
6.0,-5.92030439429e-13,16,2017-01-01T16:00:00Z,0.67,0.92,1.22,249.14,258.07,256.57,0.344975709915,434.25,165.5625,305.351989746,1.12898886204,99530.1796875,0.00247573852539,29.1095161438,0.294677734375,1.17968857288,3,11,51
6.0,-5.92030439429e-13,17,2017-01-01T17:00:00Z,0.54,0.95,1.56,310.49,306.72,307.43,0.344853639603,115.21875,30.9609375,303.081298828,1.13261342049,99565.75,0.00223159790039,29.153673172,0.180297851562,1.56738317013,3,11,51
6.0,-5.92030439429e-13,18,2017-01-01T18:00:00Z,0.93,1.47,2.18,334.6,333.12,333.02,0.344853639603,0.0,0.0,301.430450439,1.13790524006,99648.78125,0.00148010253906,29.614572525,0.158142089844,1.40087902546,3,11,51
6.0,-5.92030439429e-13,19,2017-01-01T19:00:00Z,0.99,1.62,2.37,345.82,345.27,345.23,0.34473156929,0.0,0.0,300.280792236,1.14322900772,99745.6875,0.00163078308105,30.4435329437,0.0837707519531,1.49267601967,3,11,51
6.0,-5.92030439429e-13,20,2017-01-01T20:00:00Z,0.92,1.54,2.32,356.15,355.0,354.86,0.344609498978,0.0,0.0,299.407226562,1.14762973785,99842.21875,0.00198459625244,31.3964748383,0.0952758789062,1.4858404398,3,11,51
6.0,-5.92030439429e-13,21,2017-01-01T21:00:00Z,0.82,1.39,2.11,7.03,5.29,5.02,0.344487428665,0.0,0.0,298.925231934,1.15057182312,99885.0,0.00214195251465,32.1545410156,0.351684570312,0.881592333317,3,11,51
6.0,-5.92030439429e-13,22,2017-01-01T22:00:00Z,0.76,1.27,1.93,19.7,17.25,16.91,0.344487428665,0.0,0.0,298.507232666,1.15229463577,99884.3203125,0.00270938873291,32.5873527527,0.7763671875,0.0904544442892,3,11,51
6.0,-5.92030439429e-13,23,2017-01-01T23:00:00Z,0.79,1.26,1.91,32.71,30.05,29.96,0.344365358353,0.0,0.0,298.122344971,1.15360033512,99876.375,0.0032377243042,32.6569366455,0.90283203125,0.0533143766224,3,11,51
5.5,-0.625,24,2017-01-02T00:00:00Z,1.56,2.17,2.84,52.46,53.73,54.56,0.379033327103,0.0,0.0,297.568450928,1.15881991386,100241.046875,0.010311126709,35.1829223633,0.912353515625,15.703125,3,11,51
5.5,-0.625,25,2017-01-02T01:00:00Z,1.47,2.02,2.62,60.96,62.46,63.44,0.37891125679,0.0,0.0,297.34375,1.15920960903,100188.125,0.0149536132812,34.9679145813,0.92578125,24.71875,3,11,51
5.5,-0.625,26,2017-01-02T02:00:00Z,1.43,1.95,2.51,64.72,66.1,66.97,0.378789186478,0.0,0.0,297.123046875,1.1597366333,100149.84375,0.0161666870117,34.4492912292,0.92138671875,22.390625,3,11,51
5.5,-0.625,27,2017-01-02T03:00:00Z,1.39,1.88,2.4,62.33,63.62,64.44,0.378789186478,0.0,0.0,296.933959961,1.16043901443,100141.304688,0.0121192932129,34.027633667,0.91845703125,21.875,3,11,51
5.5,-0.625,28,2017-01-02T04:00:00Z,1.36,1.85,2.38,63.27,65.18,66.37,0.378667116165,0.0,0.0,296.761108398,1.16113579273,100161.40625,0.0107231140137,33.9045715332,0.91748046875,22.09375,3,11,51
5.5,-0.625,29,2017-01-02T05:00:00Z,1.37,1.93,2.55,71.01,74.5,76.4,0.378545045853,0.0,0.0,296.520263672,1.16206657887,100207.53125,0.0110778808594,34.0316696167,0.918212890625,21.6953125,3,11,51
5.5,-0.625,30,2017-01-02T06:00:00Z,1.35,1.99,2.83,79.51,84.29,87.38,0.378545045853,108.062507629,30.1953125,296.578552246,1.16358327866,100275.460938,0.0127906799316,34.2364768982,0.9208984375,21.390625,3,11,51
5.5,-0.625,31,2017-01-02T07:00:00Z,1.9,2.42,2.87,88.8,90.77,90.85,0.37842297554,426.75,172.1875,298.003326416,1.1639881134,100356.984375,0.0168685913086,34.347492218,0.924072265625,18.5625,3,11,51
5.5,-0.625,32,2017-01-02T08:00:00Z,2.0,2.51,2.88,84.7,85.81,85.46,0.378300905228,719.5,371.75,299.518585205,1.16035270691,100409.703125,0.0192413330078,34.3655395508,0.927734375,18.4921875,3,11,51
5.5,-0.625,33,2017-01-02T09:00:00Z,1.84,2.29,2.55,87.99,89.06,90.92,0.378300905228,959.75,561.25,301.054901123,1.1558713913,100424.109375,0.0158462524414,34.1931190491,0.929931640625,16.4453125,3,11,51
5.5,-0.625,34,2017-01-02T10:00:00Z,1.41,1.75,1.99,92.62,94.25,98.8,0.378178834915,1131.0,706.25,302.317138672,1.1515750885,100388.359375,0.0115051269531,33.8050804138,0.929931640625,10.8671875,3,11,51
5.5,-0.625,35,2017-01-02T11:00:00Z,0.92,1.16,1.33,84.2,86.59,95.54,0.378056764603,1221.5,789.25,303.30960083,1.14759111404,100311.976562,0.00754356384277,33.2244987488,0.930419921875,8.5,3,11,51
5.5,-0.625,36,2017-01-02T12:00:00Z,0.74,0.91,0.91,47.96,50.02,60.9,0.378056764603,1225.0,810.0,304.052734375,1.14399123192,100218.492188,0.0038013458252,32.6644630432,0.9306640625,1.60107421875,3,11,51
5.5,-0.625,37,2017-01-02T13:00:00Z,1.08,1.33,1.31,19.5,20.18,23.56,0.37793469429,1141.5,742.75,304.34487915,1.14131617546,100124.359375,0.00223064422607,32.5201797485,0.925537109375,3.31933617592,3,11,51
5.5,-0.625,38,2017-01-02T14:00:00Z,1.52,1.93,1.99,12.35,12.62,14.3,0.37793469429,977.0,605.0,304.19543457,1.14015817642,100061.96875,0.0014123916626,32.9142379761,0.79638671875,0.0323338210583,3,11,51
5.5,-0.625,39,2017-01-02T15:00:00Z,1.83,2.41,2.66,9.94,9.92,11.12,0.377812623978,742.0,372.25,303.626098633,1.1403362751,100035.789062,0.000873327255249,33.4120407104,0.579345703125,0.0408325791359,3,11,51
5.5,-0.625,40,2017-01-02T16:00:00Z,2.08,2.82,3.51,9.04,8.67,8.85,0.377690553665,452.875,181.0625,302.8125,1.1421482563,100067.78125,0.000871419906616,33.7325973511,0.589111328125,0.0541250519454,3,11,51
5.5,-0.625,41,2017-01-02T17:00:00Z,2.24,3.18,4.79,8.74,8.3,7.76,0.377690553665,131.625,36.453125,301.01373291,1.14613568783,100132.507812,0.00111484527588,33.9894714355,0.780517578125,0.0466313660145,3,11,51
